#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cycle, obs_G3d_cycle, obs_Rn3d_cycle, clm_Rn3d_cycle, clm_G3d_cycle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle
332, 3.25075, 2.85258, 34.4394, 13.8352, 2.33804, 2.40457, 39.6802, 37.7909, -8.43702, 71.2699, 58.7138, -18.0364, 25.9385, 7.3418, 6.39986
333, 3.29429, 2.91998, 32.838, 10.8648, 2.81165, 2.52842, 35.3742, 28.9484, -7.00958, 71.1743, 59.2457, -6.66301, 27.3884, 2.88374, 5.10208
334, 3.29909, 3.25226, 33.9933, 8.33225, 3.29549, 2.89022, 40.1241, 21.4601, -2.99017, 73.1202, 62.9391, 0.0823864, 29.996, 4.92704, 5.2011
335, 3.35108, 2.99126, 39.21, 16.9951, 2.57436, 2.70943, 43.7173, 32.4613, -6.23659, 73.3829, 62.2918, -12.2655, 26.0377, 10.8637, 6.81598
336, 3.05844, 2.88555, 37.6676, 12.6591, 2.6231, 2.70474, 33.7797, 28.6322, -5.94683, 67.9774, 56.4065, -6.39883, 25.1717, 2.73568, 5.87241
337, 2.96755, 2.77945, 33.0817, 5.00305, 2.4479, 2.52119, 34.2077, 18.464, -6.91696, 47.1608, 37.4076, -14.2311, 22.3733, 5.731, 6.10345
338, 3.25205, 2.77905, 30.7335, 8.90912, 2.87953, 2.65671, 33.6017, 23.7748, -5.18794, 63.2134, 53.6257, -4.96222, 25.3568, 2.71427, 5.53061
339, 3.34399, 2.94075, 37.4577, 8.75258, 2.62652, 2.67386, 37.5434, 31.6822, -4.59352, 71.081, 60.1956, -8.56303, 24.3302, 6.66589, 6.54724
340, 3.00825, 2.85944, 32.4433, 4.9755, 2.69224, 2.72268, 33.5159, 24.9102, -5.29064, 58.5283, 49.0827, -9.00921, 22.7855, 5.19017, 5.54026
341, 2.78879, 2.45931, 31.0141, 10.3274, 2.05993, 2.42808, 32.7216, 33.4952, -5.53845, 58.6587, 49.3238, -15.1129, 20.7966, 5.64846, 6.27652
342, 2.74238, 2.40634, 28.3567, 9.9292, 1.87948, 2.21619, 28.2908, 28.653, -7.91493, 46.7708, 37.6682, -18.3649, 18.719, 3.57792, 5.99383
343, 2.91695, 2.95421, 30.4504, 13.9311, 2.45473, 2.45706, 32.4796, 26.9031, -5.40983, 65.5401, 55.2019, -5.79145, 21.1403, 6.17268, 5.16668
344, 2.92426, 2.66986, 32.1789, 13.7854, 2.01561, 2.29119, 32.9495, 35.2872, -7.21694, 60.9766, 50.8535, -16.3482, 21.5395, 4.88327, 6.52666
345, 2.72915, 2.32403, 32.7153, 8.90488, 1.96603, 2.09955, 34.2319, 29.2194, -9.01226, 66.6591, 46.1957, -16.6725, 22.6248, 5.25498, 6.35215
346, 2.42653, 2.53122, 32.0156, 4.2464, 1.95075, 2.1325, 35.3298, 28.005, -7.34353, 58.5372, 49.5591, -13.5814, 21.1706, 8.1621, 5.99705
347, 2.71128, 2.57703, 29.1109, 10.1535, 2.01095, 2.20392, 28.9125, 24.8677, -5.94756, 54.9294, 46.3811, -8.25604, 17.3997, 6.46634, 5.04647
348, 2.84708, 2.71652, 30.0189, 10.9592, 2.23447, 2.45618, 27.2777, 21.2167, -3.88629, 56.9751, 50.2585, 0.203652, 15.8788, 7.41596, 3.98297
349, 2.80399, 2.6683, 32.8, 5.97264, 2.33013, 2.43479, 32.9463, 24.2996, -4.55253, 51.202, 45.7024, -10.446, 19.3263, 7.94073, 5.67925
350, 3.15128, 2.67839, 34.6432, 11.9517, 2.52629, 2.36459, 35.9723, 20.3186, -4.60751, 67.7553, 50.0459, -7.2135, 22.4663, 7.80318, 5.70275
351, 2.5709, 2.86206, 25.0881, 2.85843, 2.42603, 2.56165, 30.2604, 17.4778, -2.66408, 51.7923, 45.2708, -2.79263, 20.455, 4.45802, 5.3474
352, 2.95324, 2.54818, 41.7686, 14.7054, 2.07956, 2.404, 35.8972, 29.0136, -5.76722, 73.9248, 50.5918, -12.7917, 19.0377, 10.4038, 6.45582
353, 3.0758, 2.32517, 38.4585, 12.5299, 1.9539, 2.14016, 34.072, 31.5828, -7.89015, 65.011, 49.5627, -15.7167, 20.4639, 6.36895, 7.23911
354, 2.75139, 2.45872, 29.2475, 3.58927, 2.02741, 2.21918, 28.3444, 17.8261, -5.75611, 46.0302, 38.0817, -8.7882, 17.2599, 5.73259, 5.35193
355, 2.63627, 2.71728, 26.4506, 4.01137, 2.1665, 2.38943, 33.7867, 13.4061, -4.64472, 49.1665, 41.933, -5.60047, 17.7801, 10.3227, 5.68395
356, 2.56435, 2.95745, 26.1721, 3.09832, 2.51887, 2.62609, 35.2378, 9.87177, -2.82656, 56.1413, 47.746, 1.12297, 20.0631, 9.91924, 5.2555
357, 2.48738, 2.94547, 28.3079, -2.24153, 2.03421, 2.50412, 29.5975, 16.355, -4.15525, 43.3509, 36.3963, -8.55368, 17.6828, 5.588, 6.32668
358, 2.60143, 2.95802, 30.389, 1.49317, 2.43719, 2.67419, 29.8166, 16.3923, -4.01957, 58.7168, 45.7325, -1.06562, 18.5121, 6.36601, 4.93853
359, 2.92569, 2.60604, 33.6362, 10.1895, 2.23114, 2.54327, 34.265, 28.7945, -4.23914, 60.797, 50.7236, -10.997, 19.9021, 7.84541, 6.51757
360, 2.92019, 2.46142, 35.3008, 8.63643, 2.14048, 2.42018, 37.8353, 27.6488, -6.55416, 59.1166, 49.4515, -15.233, 21.1822, 9.47274, 7.18034
361, 2.87928, 2.62302, 33.8385, 12.1911, 2.32611, 2.47558, 31.7422, 27.1483, -6.50484, 63.3706, 53.6663, -6.1221, 21.0746, 4.34571, 6.32183
362, 2.55625, 2.61138, 26.1819, 8.05739, 2.2226, 2.55558, 25.9642, 18.4842, -7.12769, 45.613, 38.3933, -6.28001, 18.1471, 2.66084, 5.15632
363, 2.76031, 2.84232, 33.9621, 10.9723, 2.44292, 2.72225, 37.0937, 17.5919, -5.15867, 61.6552, 52.7558, -2.30949, 18.7521, 12.1013, 6.2403
364, 2.98799, 2.59335, 35.7921, 11.0532, 2.34834, 2.61489, 35.1426, 24.8126, -5.22518, 63.4981, 53.8501, -6.14173, 20.0254, 8.79528, 6.32199
365, 2.4863, 2.60371, 28.1095, 3.11777, 2.35174, 2.62413, 29.7966, 15.0899, -1.88831, 44.6235, 37.6731, -6.99263, 19.0776, 5.18371, 5.53529
