#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cycle, obs_G3d_cycle, obs_Rn3d_cycle, clm_Rn3d_cycle, clm_G3d_cycle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle
1, 2.50538, 2.36326, 31.2118, 6.6144, 2.68998, 3.35476, 25.0546, 26.3942, -3.55298, 48.303, 39.0779, -11.4726, 10.7035, 8.1034, 6.24768
2, 2.40295, 2.3527, 33.9088, 9.88297, 2.68482, 3.41599, 23.2568, 29.6098, -4.7204, 53.3793, 44.9665, -7.8728, 10.8144, 5.87611, 6.5663
3, 2.32176, 2.24208, 27.7553, 16.8208, 2.51595, 3.28792, 23.7649, 36.915, -7.68216, 53.7347, 44.1741, -14.763, 9.04168, 8.22847, 6.49478
4, 2.61082, 2.00638, 31.4331, 19.0097, 2.62634, 3.19642, 26.7287, 40.6902, -8.39725, 63.0551, 52.2947, -14.7627, 11.0865, 7.22905, 8.41311
5, 2.69852, 1.88473, 30.9799, 19.9798, 2.77506, 3.00656, 25.8756, 49.9659, -8.54984, 68.0718, 54.5379, -20.1954, 12.1826, 2.19233, 11.5006
6, 2.603, 1.98611, 32.4328, 16.9098, 2.90413, 3.07084, 27.8352, 42.8999, -6.05402, 71.2914, 58.5541, -12.7903, 13.7087, 4.86369, 9.26289
7, 2.77856, 1.84672, 34.4807, 26.2885, 3.10282, 3.03779, 29.6229, 54.6984, -6.70506, 83.0235, 68.3217, -15.6066, 15.8408, 4.14511, 9.63702
8, 2.39214, 1.8474, 27.8086, 23.3605, 2.83844, 2.97829, 25.2742, 50.4632, -6.4948, 70.7664, 58.4142, -16.9817, 13.3591, 3.31526, 8.5998
9, 2.63576, 2.09043, 28.2157, 13.4973, 2.92181, 3.06739, 23.6966, 34.5936, -5.77305, 58.8228, 48.2738, -11.442, 13.4522, 0.611376, 9.63291
10, 2.61831, 2.282, 26.7833, 11.4548, 2.85588, 3.18329, 26.3215, 26.3419, -3.40943, 56.725, 47.3119, -6.62833, 11.8679, 4.71285, 9.74079
11, 2.53741, 2.6764, 29.0141, 10.4565, 3.20704, 3.44489, 29.5789, 25.8901, -1.41815, 67.8029, 58.8047, 1.73088, 12.7427, 9.49456, 7.34172
12, 2.61473, 2.38923, 31.8807, 11.0834, 3.2431, 3.35722, 26.836, 30.8485, -5.16801, 62.1579, 52.3279, -4.93855, 14.4678, 5.09153, 7.27674
13, 2.84074, 2.37167, 32.6465, 19.8043, 3.23309, 3.26893, 24.2274, 44.8029, -6.07163, 71.0321, 59.5135, -8.40107, 14.5483, 2.27082, 7.40831
14, 2.76282, 2.15467, 32.7328, 17.1784, 3.25632, 3.22383, 24.0861, 38.0803, -6.01006, 64.4212, 52.5267, -9.1646, 14.977, 1.46888, 7.64025
15, 2.76045, 2.27296, 33.0209, 14.2264, 3.20332, 3.20958, 24.925, 38.4549, -4.74653, 64.3135, 55.7225, -7.74966, 14.3822, 2.75776, 7.78505
16, 2.81407, 2.30188, 32.0789, 19.1237, 3.13104, 3.26079, 23.8084, 45.2581, -2.05132, 76.0036, 63.8684, -5.56335, 14.5646, 2.23296, 7.01081
17, 2.46206, 2.16059, 36.7243, 14.0771, 3.06196, 3.19927, 28.4441, 41.7903, -3.71559, 69.2582, 57.4731, -11.2034, 14.4203, 6.8164, 7.20742
18, 2.81282, 2.06013, 32.1785, 26.5723, 3.46742, 3.2491, 27.6073, 45.4422, -4.53603, 85.512, 70.5579, -4.06153, 15.0967, 5.51894, 6.99167
19, 2.84277, 2.24238, 33.1402, 20.2004, 3.63124, 3.28248, 31.3799, 38.9343, -6.13981, 85.0554, 65.9327, -4.7045, 17.888, 6.34326, 7.14863
20, 2.71556, 2.17729, 35.3588, 20.279, 3.36422, 3.19193, 29.5935, 43.4274, -5.27337, 75.7582, 59.4076, -12.4552, 15.3248, 4.31269, 9.95602
21, 2.64413, 2.30395, 33.9328, 23.3718, 3.29942, 3.28903, 29.2724, 40.1182, -1.90744, 79.1818, 63.896, -5.92313, 14.4863, 6.85115, 7.93491
22, 2.62411, 2.21055, 30.6896, 14.5, 3.37823, 3.27351, 27.0898, 41.2235, -3.64916, 70.882, 59.5383, -8.57987, 14.2154, 4.97693, 7.89743
23, 2.61042, 2.27014, 30.0885, 16.0658, 3.27914, 3.28728, 34.2958, 32.1883, -4.65026, 69.4333, 57.0888, -9.94193, 15.3375, 6.98014, 11.9782
24, 2.69776, 2.31969, 29.8315, 18.6808, 3.22763, 3.33515, 31.3136, 32.8646, -2.48661, 70.7029, 57.4529, -6.63729, 13.8592, 6.82553, 10.6289
25, 3.06073, 2.19323, 36.0346, 20.9495, 3.61231, 3.278, 35.3567, 40.3013, -3.97624, 84.7224, 69.459, -6.84648, 17.3606, 4.15288, 13.8432
26, 3.21103, 2.41845, 34.7467, 13.6136, 3.80999, 3.40372, 34.3933, 31.5911, -2.37998, 74.1709, 62.6147, -3.9791, 18.4232, 2.59825, 13.3718
27, 3.01107, 2.27861, 32.4646, 18.2151, 3.5863, 3.36479, 35.1321, 34.1204, -4.52963, 71.0144, 60.4838, -8.1878, 16.7529, 4.19432, 14.1849
28, 2.87846, 2.10005, 32.955, 17.0143, 3.42244, 3.30051, 35.091, 34.192, -5.37118, 69.5583, 58.5542, -9.7455, 15.6028, 6.3646, 13.1236
29, 2.81438, 2.19966, 36.1947, 15.8271, 3.51017, 3.30786, 36.9934, 35.6889, -4.56632, 76.6194, 64.74, -7.88804, 18.2135, 6.51373, 12.2661
30, 3.20544, 2.04279, 36.8958, 21.5002, 3.52716, 3.25838, 38.2164, 41.2861, -3.46206, 81.563, 69.6325, -9.45731, 17.3862, 7.91015, 12.9201
31, 2.65973, 2.1606, 32.1976, 16.9474, 3.37398, 3.12984, 34.9726, 42.714, -5.44776, 72.1447, 61.0086, -15.9553, 16.627, 5.12762, 13.2181
32, 2.9218, 2.42937, 29.4102, 6.75269, 3.57688, 3.282, 27.1219, 23.2565, -4.07807, 58.3724, 50.9636, -2.42989, 16.3162, 2.1775, 8.62825
33, 3.09475, 2.66776, 42.0883, 21.2538, 3.75815, 3.58418, 34.1489, 37.775, 0.29486, 97.2692, 79.3694, 7.19351, 16.6452, 11.1867, 6.31702
34, 2.91672, 2.45002, 33.2157, 13.8166, 3.43908, 3.46671, 28.4364, 36.6478, -3.06328, 68.8489, 61.7137, -3.06746, 16.4264, 4.25828, 7.75173
35, 3.011, 2.48652, 37.5416, 7.90387, 3.32436, 3.41956, 34.7304, 29.6293, -2.16533, 65.7216, 57.3754, -6.38418, 14.6924, 10.4177, 9.62034
36, 3.00621, 2.72549, 39.7951, 15.853, 3.59876, 3.56097, 31.3643, 34.0332, 0.0139641, 83.3616, 69.5312, 2.83011, 16.9121, 7.29073, 7.16154
37, 3.20015, 2.61459, 37.9911, 21.2196, 3.71483, 3.53032, 37.0879, 38.1016, -2.64945, 79.7674, 69.2926, -5.53195, 18.9622, 6.90027, 11.2255
38, 2.9786, 2.65971, 36.6479, 23.7627, 3.56323, 3.48465, 34.8368, 44.9287, -3.77753, 95.0955, 75.4216, -4.05431, 17.8209, 6.04989, 10.9659
39, 3.4305, 2.69316, 41.9921, 21.6987, 4.2781, 3.60368, 39.6063, 43.7316, -3.55504, 96.3777, 84.4384, -0.0298072, 21.4501, 7.37388, 10.7824
40, 3.43461, 2.36676, 42.709, 19.5535, 4.07146, 3.50042, 34.0382, 48.4163, -4.92593, 90.7035, 74.0002, -7.18232, 19.6585, 2.96692, 11.4127
41, 3.14681, 2.35651, 34.159, 20.1924, 3.82594, 3.4213, 34.4262, 47.0351, -5.02622, 82.7376, 71.2631, -10.0564, 17.52, 3.78484, 13.1214
42, 2.72005, 2.74028, 30.3442, 19.4489, 3.54271, 3.61515, 29.9929, 34.2642, -1.58467, 70.869, 65.4549, -0.124156, 15.8791, 4.47917, 9.63466
43, 2.59047, 2.73553, 30.5086, 16.13, 3.56825, 3.66381, 32.9245, 34.9558, -2.54162, 75.0282, 66.0212, -1.35812, 17.3069, 7.64842, 7.96918
44, 3.20244, 2.52889, 41.2752, 25.8894, 3.83605, 3.54584, 43.583, 53.7689, -3.60002, 105.835, 89.2321, -6.40188, 20.2331, 9.70617, 13.6438
45, 3.12034, 2.26724, 39.682, 21.8751, 3.92998, 3.38154, 38.825, 46.6743, -5.71684, 91.8211, 77.6256, -8.81618, 20.1738, 5.96764, 12.6836
46, 3.38966, 2.54696, 39.3316, 22.5633, 4.26679, 3.66175, 35.9266, 41.6395, -0.938009, 94.3397, 81.7712, 2.68417, 21.1841, 4.85767, 9.8849
47, 3.054, 2.56957, 38.7336, 25.4662, 4.00261, 3.66085, 37.2465, 49.4493, -2.35688, 94.6134, 82.4213, -3.49628, 20.1581, 5.48492, 11.6034
48, 3.21798, 2.64745, 40.5506, 26.1951, 4.2124, 3.71159, 36.1442, 50.1974, -3.07364, 98.423, 88.3409, 0.846792, 22.2442, 3.60761, 10.2924
49, 3.18428, 2.75999, 33.5638, 23.5686, 4.17273, 3.81423, 31.6504, 40.0841, -1.18032, 88.5107, 75.9116, 2.87712, 19.952, 2.62945, 9.06893
50, 3.48017, 3.02122, 42.5105, 28.1738, 4.44189, 4.01715, 40.321, 46.2211, 1.29243, 110.34, 95.7775, 8.44921, 23.669, 6.61431, 10.0376
51, 3.42355, 2.76076, 38.8693, 26.3776, 4.17214, 3.80189, 34.4955, 52.7061, -3.75412, 97.9474, 80.8912, -4.56791, 22.6721, 1.81582, 10.0076
52, 3.73159, 3.10725, 39.288, 20.4377, 4.50251, 3.99305, 39.2615, 40.9673, -0.72135, 106.264, 89.5792, 6.77183, 25.1477, 4.7642, 9.3496
53, 3.38318, 3.16619, 32.4127, 18.2237, 4.19251, 4.09634, 30.9532, 36.7158, 4.05434, 86.6391, 75.8362, 7.78436, 19.3671, 4.49914, 7.08696
54, 3.53271, 3.33505, 42.5267, 29.8839, 4.29793, 4.17467, 34.8813, 44.4515, 3.23707, 97.8184, 88.1833, 8.35438, 22.829, 2.76866, 9.28363
55, 3.58887, 3.15246, 42.2577, 16.0212, 4.23211, 4.12619, 48.6123, 38.8049, -0.0714033, 96.5112, 83.4281, -2.14553, 22.7924, 10.1988, 15.6211
56, 3.31768, 2.81996, 46.3877, 23.6832, 3.96466, 3.89878, 46.5577, 48.0109, -1.79825, 96.3546, 84.4047, -8.57004, 21.2069, 8.19098, 17.1598
57, 3.34013, 2.66427, 46.9153, 20.9934, 3.9366, 3.75735, 44.0906, 44.3152, -2.23753, 91.0937, 79.0965, -7.81293, 21.0134, 8.93562, 14.1416
58, 3.5082, 2.55414, 39.095, 22.2286, 4.11194, 3.65845, 39.032, 53.7219, -3.03914, 95.031, 81.9838, -10.9146, 19.799, 3.7528, 15.4802
59, 3.51524, 2.74031, 40.7014, 26.0201, 4.41885, 3.79843, 42.1076, 47.4227, -0.883524, 105.928, 93.0103, 0.979717, 22.6235, 5.66709, 13.817
60, 3.45343, 3.20363, 44.5501, 21.2091, 4.35836, 4.01232, 43.8274, 43.6244, -0.745145, 101.783, 89.7987, 2.13736, 23.2524, 7.03067, 13.5444
61, 3.71631, 2.80272, 49.0358, 27.5029, 4.29656, 3.91246, 44.8278, 53.651, -2.20943, 105.681, 92.7823, -4.4743, 23.5727, 6.83842, 14.4166
62, 3.39715, 2.94081, 46.0059, 31.9165, 4.32188, 3.93407, 43.5693, 55.8276, -2.36859, 112.878, 99.7635, -0.646649, 24.751, 3.35915, 15.4591
63, 3.39196, 2.38737, 47.9211, 36.5637, 4.10911, 3.70408, 49.8795, 65.5654, -5.60817, 110.803, 96.2302, -15.9306, 22.0405, 7.75935, 20.0797
64, 3.26097, 2.65675, 42.0412, 23.4388, 4.37761, 3.75059, 49.88, 45.2752, -1.86047, 105.051, 92.1727, -4.73424, 23.5015, 9.40443, 16.9742
65, 3.35403, 2.52426, 48.2407, 32.3657, 4.23039, 3.66584, 52.8702, 60.0211, -3.01107, 111.594, 98.4319, -12.5643, 23.7205, 7.20934, 21.9403
66, 3.98789, 2.69315, 51.0077, 41.9422, 4.78101, 3.73656, 46.3035, 74.3218, -2.4985, 136.686, 120.542, -1.76744, 28.02, 1.63121, 16.6523
67, 4.26536, 3.0322, 52.885, 44.405, 5.36214, 4.07446, 49.3198, 65.0194, 1.56179, 146.774, 129.966, 11.8835, 34.7547, -0.286929, 14.852
68, 3.89377, 3.34018, 45.4833, 25.3979, 5.0206, 4.25121, 43.8735, 40.4653, 2.38657, 109.43, 96.0147, 10.4037, 30.485, 0.490692, 12.8978
69, 4.34946, 3.65263, 51.5276, 29.742, 5.39865, 4.52281, 52.0973, 51.6424, 5.8469, 138.332, 123.158, 17.7491, 33.8984, 5.21186, 12.9871
70, 3.90859, 3.49763, 38.3087, 19.0969, 4.87918, 4.49253, 40.8986, 41.6374, 3.66593, 102.475, 89.9716, 8.53836, 25.6788, 5.12794, 10.0919
71, 3.88067, 3.47947, 51.4996, 28.319, 4.88628, 4.42541, 54.7259, 47.6761, 3.97061, 120.901, 105.936, 4.27296, 27.0563, 11.6008, 16.0688
72, 3.84066, 3.16973, 50.6526, 36.7605, 4.92991, 4.27753, 53.9056, 58.731, 1.94489, 124.088, 109.812, -1.78085, 29.3809, 5.71229, 18.8124
73, 4.09629, 3.35055, 52.6033, 39.7988, 5.11626, 4.2955, 53.3208, 62.3648, 1.88858, 135.68, 120.484, 3.4481, 31.9916, 2.19959, 19.1297
74, 4.15396, 3.51291, 49.1536, 36.2923, 5.11235, 4.39126, 52.196, 53.4744, 3.33745, 130.034, 113.999, 7.52954, 31.2194, 5.47475, 15.5018
75, 3.71601, 3.50183, 45.6022, 35.2129, 4.7399, 4.34585, 52.2442, 53.0853, 2.0652, 121.643, 106.531, 2.03681, 30.4708, 2.42254, 19.3509
76, 3.76412, 3.53337, 44.8046, 28.9092, 4.78989, 4.34538, 47.9494, 46.3413, 2.5289, 113.523, 98.676, 3.94734, 28.0009, 4.28506, 15.6634
77, 4.2473, 3.69305, 51.027, 27.6626, 5.00825, 4.43817, 51.4752, 47.6195, 2.78274, 122.466, 108.457, 8.31921, 30.7451, 6.45298, 14.2771
78, 4.42779, 3.79495, 56.4939, 40.9069, 5.31625, 4.56945, 56.1388, 60.0183, 4.25449, 146.1, 129.093, 12.1082, 33.0628, 6.79043, 16.2856
79, 4.62229, 3.89214, 62.145, 44.0791, 5.52392, 4.62341, 60.0222, 71.877, 4.20455, 156.394, 137.759, 6.33837, 37.5118, 2.8196, 19.6909
80, 4.29468, 3.62485, 58.9961, 43.8983, 5.30141, 4.41859, 57.7606, 73.6961, 2.06491, 145.255, 127.643, -2.42522, 34.411, 2.97036, 20.3793
81, 4.27854, 3.55859, 54.7302, 42.9352, 5.19457, 4.32577, 57.3608, 71.8047, 1.9679, 143.351, 126.623, -2.00109, 34.2439, 2.87499, 20.2419
82, 4.00313, 3.33395, 44.9449, 30.8131, 5.08421, 4.34722, 47.1046, 51.6196, 1.92598, 112.119, 99.0145, 0.175264, 30.0527, 2.35231, 14.6996
83, 4.33224, 3.75158, 58.4965, 44.0397, 5.50934, 4.57369, 54.5914, 60.3593, 4.66116, 151.797, 134.608, 16.6744, 38.6313, 2.78756, 13.1725
84, 3.91668, 3.69096, 54.7862, 37.7808, 5.13157, 4.5147, 55.9458, 66.9037, 3.37729, 137.181, 120.627, -0.332162, 34.3139, 2.23535, 19.3964
85, 3.65326, 3.54077, 49.6315, 36.7671, 4.60368, 4.25856, 52.6958, 59.305, 1.23693, 119.131, 103.426, -6.34951, 26.4933, 8.58409, 17.6183
86, 4.03317, 3.65718, 52.3532, 36.4986, 4.85877, 4.36354, 48.9822, 59.3511, 1.8163, 128.086, 112.423, 2.63835, 29.1779, 4.41942, 15.3849
87, 3.89706, 3.67244, 51.6685, 33.7162, 4.82211, 4.42284, 47.5482, 58.6243, 2.56464, 128.433, 113.384, 6.32353, 29.6644, 4.91477, 12.969
88, 4.7148, 3.71048, 58.2029, 37.985, 5.44602, 4.54426, 57.8831, 66.7211, 2.39052, 147.859, 130.576, 5.64466, 36.5269, 2.35909, 18.9971
89, 4.29689, 3.75618, 58.4173, 34.2708, 5.33796, 4.56021, 61.3222, 56.5221, 1.30721, 134.549, 119.34, 1.42896, 34.9468, 2.89368, 23.4817
90, 3.8304, 3.63987, 51.6328, 24.0381, 5.13367, 4.60888, 57.3025, 48.2402, 1.7145, 122.268, 107.996, 3.02111, 30.2814, 9.21158, 17.8095
91, 4.428, 3.99215, 63.1852, 38.8319, 5.29887, 4.63939, 56.4236, 70.3707, 4.58945, 157.373, 139.276, 10.8313, 36.5025, 3.65266, 16.2685
92, 4.58638, 4.29962, 66.8328, 39.8258, 5.28856, 4.7091, 62.72, 70.3771, 4.79309, 160.958, 142.904, 9.14688, 37.9652, 4.1062, 20.6486
93, 4.82123, 4.24166, 65.8204, 35.8435, 5.35662, 4.6577, 63.475, 61.3483, 4.50054, 150.506, 129.076, 4.68935, 37.5569, 3.21542, 22.7027
94, 5.10336, 4.39546, 67.641, 35.4387, 5.43365, 4.71909, 62.488, 58.5418, 5.27028, 151.591, 131.106, 9.1855, 37.6685, 5.38785, 19.4317
95, 4.72743, 4.20951, 62.218, 30.9573, 5.09944, 4.62101, 62.1704, 56.7831, 1.28369, 128.756, 111.444, -4.97923, 31.3817, 9.30665, 21.4821
96, 4.77234, 4.03281, 67.3743, 36.6109, 5.43619, 4.65638, 66.4458, 68.8663, 2.55516, 159.176, 139.21, 3.31607, 35.6667, 8.27947, 22.4997
97, 4.97466, 4.15732, 64.5872, 35.1904, 5.35721, 4.64326, 61.9373, 65.9722, 2.20161, 151.153, 130.645, 2.02877, 34.4037, 4.99089, 22.5426
98, 5.16516, 4.1974, 68.9569, 41.8475, 5.59878, 4.70681, 67.4397, 70.753, 3.96236, 164.302, 144.873, 6.20243, 37.2334, 5.80304, 24.4033
99, 5.32733, 4.45382, 77.2957, 40.7442, 5.80106, 4.80656, 72.6547, 71.2501, 5.97156, 178.653, 157.555, 11.9958, 42.8678, 4.64531, 25.1416
100, 5.84959, 4.3896, 74.915, 40.3423, 5.78283, 4.82292, 69.5319, 75.3433, 4.13834, 177.175, 152.79, 8.24208, 44.16, 1.33601, 24.0358
101, 5.98838, 4.39082, 77.6978, 42.4488, 5.97398, 4.89627, 68.6039, 72.2323, 4.5829, 172.891, 149.878, 8.76979, 43.7799, 2.9928, 21.8311
102, 5.76136, 4.47817, 75.2971, 37.5195, 5.89109, 4.90377, 63.3111, 68.2357, 3.83736, 160.259, 138.747, 7.43546, 40.1357, 4.18058, 18.9947
103, 5.45892, 4.54435, 73.5799, 30.5872, 5.48116, 4.86022, 67.8719, 59.4802, 2.43178, 153.282, 133.537, 5.80904, 40.3754, 6.89889, 20.5976
104, 5.163, 4.77991, 61.2122, 16.7092, 5.16458, 4.77859, 58.578, 48.1244, 4.28249, 127.275, 110.971, 5.00435, 34.1564, 7.73262, 16.689
105, 5.42005, 4.22897, 68.845, 35.1501, 5.47031, 4.71087, 63.9956, 68.2896, 2.28914, 145.616, 123.095, -6.67662, 32.2172, 8.3499, 23.4285
106, 5.92149, 4.13955, 81.6021, 43.626, 5.76232, 4.66575, 71.8283, 82.7846, 2.36561, 183.992, 158.203, 2.33274, 40.9343, 5.37228, 25.5217
107, 6.04016, 4.24422, 73.5859, 40.5654, 5.93035, 4.72078, 70.1712, 75.1938, 2.27454, 169.165, 150.424, 3.95852, 43.1449, 0.702445, 26.3238
108, 5.54759, 4.57472, 70.0578, 28.0859, 5.59457, 4.755, 66.2203, 56.7141, 1.92521, 145.979, 130.316, 6.63209, 39.1262, 4.78498, 22.3092
109, 5.40142, 4.63629, 65.1937, 22.6033, 5.40558, 4.81453, 60.4656, 51.9264, 3.28901, 127.875, 113.501, 3.0777, 32.9898, 10.1984, 17.2774
110, 6.17678, 4.17092, 78.4503, 38.6861, 5.80748, 4.76093, 69.3431, 77.0762, 3.49976, 167.869, 149.613, 2.73506, 39.6385, 6.11047, 23.594
111, 6.15951, 4.29964, 84.01, 40.9373, 6.02328, 4.80528, 69.5346, 81.5544, 2.50703, 181.186, 161.649, 9.29339, 45.57, 1.69112, 22.2736
112, 6.13865, 4.3683, 82.3438, 36.1331, 5.87946, 4.84698, 69.2328, 74.3957, 3.59867, 172.398, 153.314, 9.07378, 43.6455, 4.59978, 20.9875
113, 5.91783, 4.56884, 80.2439, 42.5272, 5.70477, 4.96835, 67.1197, 80.2698, 4.76432, 180.138, 161.096, 13.2193, 42.6594, 4.55699, 19.9033
114, 6.47959, 4.64639, 83.9647, 36.346, 5.90292, 4.95611, 70.1556, 79.9203, 3.57851, 179.672, 159.579, 9.34308, 44.6773, 4.56117, 20.917
115, 6.12445, 5.01299, 83.494, 34.2572, 6.06365, 5.12633, 68.2956, 72.6201, 5.50782, 173.817, 154.802, 12.8154, 43.2299, 4.69435, 20.3713
116, 6.43096, 5.03465, 94.5051, 37.4341, 6.22463, 5.11413, 75.863, 88.0984, 5.11824, 196.795, 174.853, 10.7656, 48.4698, 3.36138, 24.0318
117, 6.45489, 4.71842, 75.8159, 37.3033, 6.08047, 5.05182, 65.4614, 76.8713, 2.96444, 162.884, 144.588, 3.50207, 42.6102, 1.99174, 20.8595
118, 6.42838, 4.90985, 80.5665, 37.4904, 5.95622, 5.02628, 68.6443, 72.3718, 3.34363, 167.997, 149.284, 7.98733, 41.9578, 6.88829, 19.7982
119, 6.06717, 4.99129, 79.0122, 31.9374, 5.57438, 4.91557, 66.3692, 65.5383, 3.14653, 156.561, 138.062, 5.91508, 41.2148, 6.11959, 19.0348
120, 6.74782, 5.22885, 93.0522, 36.0509, 5.78315, 4.95664, 70.5898, 78.2149, 3.85216, 180.449, 159.312, 9.68191, 44.3439, 6.02967, 20.2161
121, 6.47732, 5.26534, 81.06, 32.1852, 5.77654, 4.98905, 68.4451, 73.6367, 4.91256, 168.065, 147.803, 6.3367, 42.6048, 5.27964, 20.5606
122, 6.86243, 5.1588, 85.908, 37.7118, 5.89022, 4.97426, 67.8735, 73.703, 4.92337, 176.826, 152.802, 10.3297, 45.0844, 3.89452, 18.8946
123, 6.85457, 5.56544, 81.9624, 34.5212, 5.84085, 4.98802, 65.7556, 71.9691, 4.85221, 172.489, 148.531, 10.5717, 44.4933, 1.51929, 19.743
124, 5.67021, 4.96948, 82.5925, 37.0433, 5.68651, 4.92106, 68.973, 76.2484, 2.75827, 170.324, 145.716, 2.72745, 39.0031, 10.3543, 19.6156
125, 6.40043, 4.93825, 95.8399, 44.6163, 6.13702, 4.96937, 73.3667, 94.856, 4.07075, 205.797, 176.936, 7.81937, 45.1592, 6.83154, 21.3759
126, 6.7376, 4.83588, 96.7703, 52.3209, 6.20504, 4.98027, 74.0233, 102.555, 4.0455, 212.181, 182.67, 6.09592, 49.3986, 0.852131, 23.7726
127, 6.89627, 4.88078, 96.5264, 51.6028, 6.12849, 4.91277, 74.7953, 91.4881, 2.98631, 202.551, 176.096, 8.61176, 50.687, 1.43659, 22.6718
128, 6.79106, 5.39789, 91.8187, 42.8477, 6.13363, 5.00871, 75.1802, 85.7937, 5.14656, 198.79, 175.996, 13.3463, 51.1843, 1.24565, 22.7503
129, 6.91339, 5.45726, 91.5083, 40.178, 6.05419, 5.06285, 75.8697, 83.5809, 4.73906, 188.088, 166.596, 7.77553, 48.6108, 2.18907, 25.0698
130, 6.86641, 5.4561, 92.8661, 38.6093, 5.96015, 5.04418, 72.9407, 80.8218, 4.72003, 184.961, 165.259, 10.8798, 48.5434, 3.57521, 20.8221
131, 7.27598, 5.6408, 94.3189, 41.5381, 6.04288, 5.08361, 74.3267, 87.2287, 5.53453, 197.912, 176.136, 14.1172, 49.5753, 4.7454, 20.006
132, 7.18603, 5.568, 87.9186, 39.1439, 5.88541, 5.06867, 66.9981, 81.7619, 4.51458, 174.958, 156.126, 8.14897, 45.368, 3.07578, 18.5544
133, 7.37516, 5.48591, 99.941, 44.4644, 6.18252, 5.1266, 73.4532, 85.6477, 4.27305, 191.404, 169.4, 10.2137, 46.9901, 7.27596, 19.1872
134, 7.27189, 5.42111, 96.365, 42.4767, 6.28198, 5.15081, 73.3235, 85.5676, 4.46779, 189.001, 165.762, 7.53557, 46.5028, 7.97262, 18.8481
135, 7.0155, 5.347, 89.0025, 40.4168, 6.14929, 5.07883, 69.7889, 85.6618, 2.82519, 178.753, 156.92, 2.29067, 45.0754, 5.11234, 19.6012
136, 6.9144, 5.64396, 87.0561, 38.2841, 6.0146, 5.03863, 70.7012, 85.0812, 2.64252, 183.582, 162.083, 5.98694, 45.6598, 4.53685, 20.5046
137, 6.51487, 5.59889, 88.7929, 40.2002, 6.01554, 5.11063, 71.0858, 84.6913, 4.25977, 187.709, 165.914, 9.7166, 43.8025, 9.23742, 18.0458
138, 6.8905, 5.45692, 86.8822, 38.2039, 6.23004, 5.15254, 73.8008, 81.3293, 3.08094, 184.385, 162.504, 7.29878, 44.0045, 12.4357, 17.3607
139, 7.25217, 5.72938, 100.79, 46.8286, 6.13203, 5.15133, 73.4419, 99.7643, 4.59218, 213.437, 188.332, 13.5672, 51.5683, 2.34274, 19.5309
140, 6.66281, 5.80251, 87.5333, 34.9699, 5.76416, 5.11875, 67.0265, 78.4241, 4.14187, 174.458, 153.022, 7.85255, 44.3482, 4.95341, 17.7249
141, 6.83101, 5.70919, 87.7897, 37.4497, 6.00718, 5.1955, 69.5832, 82.3133, 4.89359, 184.669, 162.199, 10.1559, 43.4504, 8.09239, 18.0404
142, 7.37251, 5.79368, 96.2034, 49.1592, 5.94499, 5.18375, 69.7213, 94.613, 5.28652, 199.898, 176.862, 12.1711, 46.8977, 4.17546, 18.6481
143, 7.36853, 5.94717, 106.242, 43.3867, 5.91549, 5.16864, 78.0858, 88.0163, 5.21357, 203.083, 179.469, 12.6602, 47.3605, 11.8506, 18.8748
144, 7.62514, 6.16022, 99.4967, 44.6815, 5.96184, 5.2142, 76.7224, 87.8165, 4.91098, 201.826, 177.397, 12.4488, 48.9079, 7.78324, 20.0313
145, 7.2705, 6.01204, 95.7747, 41.7926, 5.90871, 5.16262, 76.288, 87.4707, 4.55, 195.245, 171.908, 8.4877, 48.7581, 7.25036, 20.2795
146, 6.79746, 6.16802, 88.0219, 32.5191, 5.62799, 5.09221, 70.4483, 77.7964, 3.87111, 174.75, 153.062, 5.51358, 43.9036, 7.15602, 19.3887
147, 7.19799, 6.08716, 91.2593, 41.6185, 5.98006, 5.16692, 70.7366, 88.7613, 5.76897, 195.779, 171.779, 11.6715, 46.5559, 6.88637, 17.2944
148, 7.45937, 5.98558, 93.1431, 39.9366, 6.00345, 5.20502, 72.9025, 79.0222, 5.08513, 184.216, 161.795, 9.77791, 43.8383, 11.301, 17.7632
149, 7.36622, 6.21075, 96.1641, 40.2417, 5.92777, 5.22524, 72.3401, 84.688, 5.17667, 191.158, 168.186, 10.9266, 45.0698, 9.30417, 17.9662
150, 7.63459, 6.04919, 95.5822, 41.579, 5.95699, 5.22056, 71.4506, 86.8413, 5.0173, 194.585, 170.938, 12.003, 47.8859, 6.03151, 17.5332
151, 7.44954, 6.3461, 94.2162, 45.0726, 5.84917, 5.18886, 72.9863, 90.2951, 5.21864, 199.004, 174.448, 11.2959, 48.2674, 5.92215, 18.7967
152, 7.36466, 6.27027, 90.7078, 37.6978, 5.83773, 5.19205, 69.5547, 83.3269, 4.97713, 185.046, 161.594, 8.78995, 45.5531, 6.09545, 17.9062
153, 7.13297, 6.0446, 93.4065, 41.3426, 5.77914, 5.17962, 72.617, 84.6582, 4.76675, 187.783, 163.844, 7.05504, 45.481, 8.13608, 19
