#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cyle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle, clm_Qstor3d_cycle, clm_Rnet3d_cycle
176, 11.6141, 9.23455, 116.537, 26.7879, 9.05726, 7.30049, 81.4558, 72.143, 63.2106, 7.93411, 10.3112, 6.44004, 159.805
177, 10.7804, 9.09237, 119.998, 27.9525, 8.90145, 7.2621, 86.4512, 73.4155, 62.2436, 13.1094, 11.0981, 3.28649, 163.014
178, 11.3477, 9.15626, 102.562, 32.8374, 8.40877, 7.1365, 77.6045, 65.4548, 57.794, 9.06622, 10.7442, 3.30858, 145.976
179, 10.8053, 9.17771, 120.25, 24.9576, 8.77514, 7.20377, 88.2559, 72.8765, 64.6461, 12.5956, 11.0142, 6.0194, 167.772
180, 11.0453, 9.04032, 108.731, 28.5553, 8.41796, 7.116, 80.0391, 64.0251, 58.3062, 11.4113, 10.3216, 3.53781, 147.133
181, 11.0765, 8.95022, 113.407, 29.346, 8.94143, 7.18599, 85.1374, 66.6974, 60.869, 15.6541, 8.61433, 6.75553, 158.866
182, 11.4526, 8.98208, 119.037, 26.0053, 9.01766, 7.24659, 85.6893, 69.5355, 61.7558, 14.0582, 9.87527, 6.72556, 161.968
183, 11.9046, 8.80437, 126.221, 36.8797, 8.94587, 7.13692, 86.4777, 75.4111, 66.5233, 9.39155, 10.5627, 5.45002, 167.646
184, 11.7516, 8.74732, 119.297, 31.8088, 9.05979, 7.1866, 86.5936, 82.1023, 65.5313, 10.8589, 10.2034, 5.30011, 173.688
185, 11.8999, 8.80633, 119.323, 37.9981, 8.90797, 7.17813, 88.7299, 77.9181, 65.1822, 12.1459, 11.4018, 4.42927, 171.41
186, 10.5041, 8.83941, 120.133, 27.44, 8.84576, 7.21379, 80.8551, 77.4407, 62.4616, 7.81738, 10.5762, 6.15698, 164.345
187, 10.8031, 8.95094, 117.479, 22.4108, 8.59765, 7.25171, 83.3311, 70.6489, 58.2355, 15.3785, 9.71701, 6.01075, 160.034
188, 11.6121, 8.98084, 133.046, 25.6053, 8.8708, 7.2826, 85.9731, 81.5751, 66.1923, 9.17281, 10.608, 7.59057, 175.418
189, 12.1912, 9.13386, 133.762, 24.5812, 8.91845, 7.30455, 84.3967, 79.1896, 64.0852, 10.6922, 9.61935, 6.49512, 169.957
190, 11.9675, 9.17768, 122.861, 19.893, 8.7193, 7.22902, 81.2458, 72.128, 60.485, 11.127, 9.63382, 4.53864, 157.751
191, 12.1763, 9.26012, 116.848, 27.6354, 8.54443, 7.17136, 75.1871, 70.1227, 56.7826, 9.49081, 8.91373, 3.03711, 147.541
192, 11.25, 9.40768, 113.993, 22.8799, 8.57142, 7.12887, 78.5766, 71.7969, 54.987, 14.5005, 9.08908, 3.48576, 154.291
193, 11.3127, 9.58956, 114.845, 21.3284, 8.77817, 7.15773, 75.4483, 69.7654, 57.3029, 9.68242, 8.46295, 4.93444, 150.359
194, 9.91879, 9.49585, 103.444, 24.0867, 8.34213, 7.10929, 72.5394, 64.0913, 50.4678, 13.9102, 8.16136, 4.35602, 140.626
195, 11.0976, 9.5586, 119.576, 23.1555, 8.65373, 7.14873, 79.4058, 75.9289, 58.3373, 13.0397, 8.02877, 6.39074, 162.115
196, 12.5138, 9.89219, 128.726, 28.7168, 8.85898, 7.1379, 80.1573, 85.754, 62.9517, 7.09362, 10.112, 7.3998, 173.51
197, 11.9893, 9.9055, 117.965, 18.306, 8.69773, 7.10746, 77.1581, 63.2122, 54.2107, 12.9876, 9.95969, 3.58936, 143.49
198, 11.1172, 9.53016, 127.844, 31.0465, 8.60523, 7.08656, 85.4147, 77.4199, 60.3473, 14.1962, 10.8711, 3.90069, 166.725
199, 11.7542, 9.58508, 127.437, 29.6392, 8.49765, 7.10262, 79.0938, 81.1926, 61.9581, 6.31773, 10.818, 6.78319, 167.863
200, 11.8455, 9.67324, 124.238, 29.6556, 8.40121, 7.09622, 74.2846, 80.1907, 61.7033, 2.18916, 10.3922, 7.12581, 161.807
201, 10.9084, 9.51681, 119.856, 21.417, 8.43824, 7.12483, 72.0599, 75.9062, 58.0891, 4.09096, 9.8799, 5.53122, 152.71
202, 11.275, 9.54636, 125.6, 20.3024, 8.24206, 7.06448, 79.5198, 74.8649, 58.6586, 10.7538, 10.1074, 5.35729, 160.336
203, 11.0956, 9.53127, 115.714, 17.1506, 8.29663, 7.04825, 76.6921, 68.7313, 55.1466, 11.0818, 10.4637, 3.06977, 147.809
204, 12.0199, 9.71126, 109.625, 22.4578, 8.33533, 7.07054, 73.3505, 70.1918, 54.4298, 10.3031, 8.61748, 4.60954, 148.287
205, 11.0632, 9.64108, 122.289, 22.5587, 8.54273, 7.11239, 85.6824, 71.0811, 57.3365, 18.5015, 9.8444, 4.10362, 160.945
