#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cyle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle, clm_Qstor3d_cycle, clm_Rnet3d_cycle
1, 3.30846, 2.78154, 29.0469, 8.87724, 2.82429, 2.81867, 27.6934, -1.66529, 14.4761, 10.298, 2.9193, -3.12759, 23.3017
2, 3.38861, 2.6953, 26.5526, -6.32715, 2.22693, 2.62767, 22.7934, 3.01153, 11.0664, 9.90644, 1.82059, -3.1647, 21.6242
3, 3.51826, 2.51479, 27.7522, 20.6491, 2.12094, 2.51097, 26.4658, 10.3778, 11.3001, 11.6422, 3.52346, -11.1752, 25.0033
4, 3.52342, 2.67082, 29.6263, 10.5048, 2.54069, 2.62285, 27.1338, 9.26002, 14.3282, 8.43, 4.37566, -10.5005, 26.9772
5, 3.36534, 2.80452, 28.9812, 9.91767, 2.74894, 2.68315, 28.5025, 4.4355, 14.9206, 8.41918, 5.16266, -7.66906, 25.8414
6, 3.52729, 2.64393, 27.2242, 18.3413, 2.81452, 2.78136, 27.8091, 1.06641, 15.2442, 8.35429, 4.21066, -3.1354, 25.8419
7, 3.43975, 2.46354, 29.312, 6.53618, 2.62927, 2.56831, 29.5443, 10.026, 15.3056, 9.17382, 5.06493, -9.80119, 28.5141
8, 2.88933, 2.51841, 28.1666, -1.10303, 2.50169, 2.54777, 29.4887, 11.1634, 14.7809, 9.77758, 4.93024, -10.1494, 30.3679
9, 3.68363, 2.34908, 31.2889, 13.9949, 2.54542, 2.39919, 28.9042, 13.3171, 14.6099, 9.92088, 4.37348, -11.5097, 30.76
10, 3.63968, 2.52791, 32.8784, 11.1738, 2.88523, 2.48622, 28.7328, 10.8565, 16.7457, 8.46723, 3.5198, -4.6751, 35.5475
11, 3.74053, 2.86514, 24.2243, -5.65439, 2.90279, 2.67765, 19.8367, -2.14614, 11.8531, 6.96135, 1.02225, 5.07051, 23.779
12, 3.51314, 2.72045, 35.0407, 13.5343, 3.41274, 2.88855, 25.9705, 6.51028, 17.4133, 8.67504, -0.117793, 10.6092, 43.6367
13, 3.36178, 2.72033, 29.3076, 9.99643, 3.27878, 2.91309, 24.3052, 4.75337, 16.5137, 5.07539, 2.71616, -0.214555, 28.6855
14, 3.81158, 2.55458, 30.0674, 13.3837, 2.57108, 2.82752, 28.5817, 8.86863, 14.9483, 8.59358, 5.03979, -6.89788, 28.914
15, 3.69867, 2.53261, 31.8114, 12.5206, 2.41452, 2.40191, 29.491, 10.4964, 13.8312, 10.5684, 5.09146, -6.24136, 32.9107
16, 2.88429, 2.40812, 22.9303, 21.1791, 2.12701, 2.21996, 22.8695, 10.8736, 11.147, 7.10849, 4.61394, -6.44036, 26.657
17, 3.01923, 2.36035, 23.5961, 17.7806, 2.31713, 2.23357, 23.3482, 11.6047, 11.3303, 9.70154, 2.31637, -2.33448, 33.0986
18, 3.16305, 2.15732, 31.2055, 11.428, 2.00393, 2.31156, 28.7012, 10.8034, 10.0373, 16.0108, 2.65314, -4.70301, 33.9195
19, 3.75889, 2.05317, 31.1881, 20.8952, 2.47331, 2.19322, 32.9724, 12.7233, 13.5359, 13.7725, 5.66396, -12.9539, 33.4073
20, 3.41299, 1.86486, 34.4288, 28.8688, 2.76287, 2.2626, 32.1327, 11.1333, 17.4861, 9.84563, 4.80101, -6.77841, 36.2638
21, 3.31886, 1.82363, 26.9995, 20.2907, 2.56632, 2.25389, 25.1448, 17.5874, 14.4368, 6.70511, 4.00291, -7.41701, 35.486
22, 3.09179, 1.89333, 24.6952, 14.2001, 1.75615, 2.03604, 16.9749, 15.1294, 8.46533, 6.54657, 1.96301, -7.57391, 23.5808
23, 3.43627, 1.73988, 29.4399, 30.5404, 2.17111, 2.1157, 25.0501, 19.9067, 11.2199, 10.9207, 2.90955, -5.8949, 39.7844
24, 2.8085, 1.69611, 28.2511, 21.9135, 2.31764, 2.24593, 32.6846, 18.1078, 12.7895, 15.0111, 4.88396, -8.42032, 42.2136
25, 2.84259, 1.48902, 24.7518, 32.7359, 2.27597, 2.07881, 32.0565, 6.43104, 15.397, 11.3036, 5.35585, -10.9599, 26.9034
26, 2.59352, 1.50096, 23.3997, 11.6164, 2.55816, 2.08057, 17.4285, 6.46012, 13.3237, 2.95633, 1.14845, 4.55798, 29.6238
27, 2.86083, 1.53862, 31.6449, 26.4365, 2.49476, 2.17113, 26.0618, 18.4509, 16.0204, 5.05169, 4.9898, 0.494148, 44.7374
28, 2.86039, 1.64771, 27.2078, 30.6577, 2.54143, 2.183, 28.1948, 18.1623, 17.08, 5.48566, 5.62914, -7.81758, 39.1917
29, 2.62166, 1.46442, 31.5427, 25.1926, 2.70828, 2.19364, 32.257, 21.3664, 17.5135, 9.06343, 5.68003, -7.60568, 45.5578
30, 2.92421, 1.54845, 29.6436, 20.8708, 2.98735, 2.40902, 32.4683, 10.4044, 18.3053, 8.98492, 5.17807, -3.44519, 40.0353
31, 3.01941, 1.39388, 31.6411, 35.4204, 2.91789, 2.28334, 40.1876, 18.28, 20.9491, 13.396, 5.84246, -4.75623, 52.9378
32, 3.23229, 1.73689, 29.5083, 25.5806, 3.6038, 2.47441, 31.0216, 5.40688, 22.7622, 4.60391, 3.65552, 4.81333, 43.1611
33, 2.80923, 1.98154, 32.332, 14.6128, 3.82041, 2.73983, 30.9073, 6.98276, 20.2829, 8.17644, 2.44791, 6.1921, 44.5465
34, 3.23282, 1.84249, 30.8551, 25.121, 3.07258, 2.59908, 34.2363, 10.665, 16.5373, 14.4841, 3.21489, 1.23772, 45.1377
35, 3.26582, 1.86108, 29.3481, 35.0477, 2.6123, 2.46117, 32.7238, 12.1725, 14.3976, 14.3533, 3.9729, -4.28328, 40.3721
36, 2.51566, 1.7644, 31.4354, 27.356, 2.74115, 2.47626, 36.7515, 14.7495, 16.709, 14.7036, 5.33885, -8.10927, 42.9092
37, 2.96345, 1.76922, 35.3429, 33.8792, 3.15988, 2.56028, 39.0471, 22.4493, 23.8016, 7.88275, 7.3627, -12.9624, 48.7463
38, 3.50771, 1.79564, 31.1304, 41.3812, 3.51198, 2.69129, 37.9604, 14.4594, 24.5263, 8.54877, 4.88532, 0.523576, 53.769
39, 3.43132, 1.86888, 37.825, 28.1249, 3.8461, 2.80523, 37.4047, 19.4265, 25.6895, 6.48544, 5.22974, -0.393913, 57.4231
40, 3.3581, 1.8841, 32.4602, 29.309, 3.39019, 2.69906, 36.0385, 18.5101, 22.7074, 7.15749, 6.17356, -6.06164, 47.6578
41, 3.42706, 1.88498, 34.9317, 33.3015, 2.85142, 2.46731, 38.2257, 27.9132, 21.9185, 8.43347, 7.87377, -10.9818, 53.8161
42, 3.34589, 1.7875, 28.764, 42.4913, 2.68007, 2.41689, 29.6301, 19.8901, 18.4433, 4.5596, 6.62721, -6.4174, 43.1153
43, 3.06973, 2.02273, 33.1735, 23.389, 3.5457, 2.78293, 41.2867, 9.26064, 27.5203, 7.79278, 5.97365, -1.34789, 50.3923
44, 3.09185, 2.09606, 34.604, 25.1946, 3.18688, 2.67942, 41.0969, 22.641, 22.5889, 11.9835, 6.52453, -3.99089, 59.3592
45, 3.16432, 2.04115, 35.6058, 19.1625, 3.17025, 2.51785, 41.1563, 25.9038, 21.2698, 11.8269, 8.05959, -10.2845, 56.7083
46, 4.03158, 1.95526, 36.4475, 39.6493, 3.50012, 2.70557, 39.3467, 25.9775, 24.2121, 8.99564, 6.13901, -3.49852, 61.7387
47, 3.52495, 2.01367, 38.6342, 34.8178, 3.41178, 2.5603, 33.2615, 25.8169, 21.2184, 7.12767, 4.91548, -1.68407, 57.0157
48, 3.5051, 2.17888, 37.8766, 30.1596, 3.5875, 2.62679, 33.491, 31.2522, 22.4046, 5.7015, 5.38493, -2.97564, 62.3348
49, 3.46331, 2.21981, 37.2322, 19.9427, 3.79221, 2.77914, 38.1439, 24.4283, 25.1375, 6.63898, 6.36746, -0.212652, 63.1465
50, 4.4116, 2.29822, 38.5548, 46.9465, 3.74281, 2.84226, 47.2332, 24.5923, 26.4815, 13.4638, 7.28796, -4.54107, 66.4733
51, 4.15557, 2.35694, 37.5233, 38.7029, 3.95737, 2.85749, 41.1944, 26.8006, 28.1877, 7.35795, 5.64872, 0.384175, 68.8007
52, 4.24979, 2.6594, 35.6947, 33.1654, 4.64229, 3.25009, 36.3295, 18.576, 27.8094, 4.0047, 4.51541, 4.97372, 61.5978
53, 3.43001, 2.65954, 33.773, 12.5519, 4.23492, 3.24293, 32, 4.05591, 21.8894, 8.98428, 1.12633, 11.9403, 47.6624
54, 3.98769, 2.44035, 35.3355, 36.7436, 3.98853, 3.20235, 34.8409, 22.3908, 22.8556, 8.04809, 3.93721, 2.67627, 59.364
55, 3.32434, 2.44431, 39.3768, 33.8504, 4.16721, 3.29137, 42.8986, 19.0682, 25.8298, 12.6749, 4.39391, -1.73303, 60.3286
56, 4.16243, 2.69029, 37.8859, 20.7388, 3.79935, 3.09187, 48.8217, 14.9449, 25.9675, 16.1279, 6.72636, -3.01598, 60.5027
57, 4.2888, 2.47472, 36.1338, 34.171, 3.41928, 2.83635, 36.7263, 30.9246, 22.9802, 6.24343, 7.50267, -6.74551, 60.6377
58, 4.37636, 2.4936, 43.3632, 33.5614, 4.21546, 3.07172, 44.8887, 33.0611, 30.1226, 7.60285, 7.16323, -3.34142, 75.0238
59, 4.78381, 2.56022, 41.6755, 35.9065, 4.14875, 3.13849, 40.969, 29.0413, 29.3393, 5.36027, 6.26942, 0.940297, 70.7501
60, 4.64146, 2.61313, 42.8932, 32.3531, 4.83836, 3.63983, 47.4677, 23.4182, 33.7578, 8.62184, 5.088, 6.91944, 79.3542
61, 4.7203, 2.721, 46.3192, 29.8128, 4.85301, 3.62902, 57.2418, 21.9945, 36.2683, 16.0995, 4.87392, 7.17243, 85.7973
62, 5.13032, 2.70461, 37.9268, 44.4163, 3.39969, 2.92161, 40.2299, 35.2137, 25.4714, 6.405, 8.35355, -8.73784, 64.3499
63, 4.7178, 2.52143, 41.417, 59.8191, 3.63928, 2.85023, 40.4992, 43.1744, 25.6011, 7.43825, 7.45991, -4.26684, 80.254
64, 4.08259, 2.50366, 38.6255, 35.1548, 4.03529, 3.05311, 44.1539, 30.6101, 28.4335, 8.96978, 6.75065, -2.15644, 72.7065
65, 4.57199, 2.40369, 42.3932, 34.5634, 4.0191, 3.0249, 40.2049, 40.3485, 26.7579, 7.34199, 6.10495, -0.28332, 80.5526
66, 4.66116, 2.60892, 45.6876, 36.0981, 5.44732, 3.69705, 52.7518, 29.7432, 39.6008, 6.50496, 6.64609, 5.03939, 90.2899
67, 4.82493, 2.77101, 47.9587, 39.7276, 5.95692, 4.19632, 62.879, 23.659, 43.5422, 12.72, 6.61682, 6.40374, 93.2568
68, 5.11938, 2.86523, 49.2655, 48.2614, 6.0427, 4.20388, 63.1724, 22.7935, 49.0619, 5.46727, 8.64319, 1.94611, 88.3919
69, 5.27235, 3.23375, 48.9523, 35.4377, 6.53816, 4.52641, 60.8746, 24.3334, 50.4529, 3.40124, 7.02046, 4.71519, 90.567
70, 5.40993, 3.23735, 56.7345, 55.6733, 6.89693, 4.95394, 64.3419, 28.2558, 53.802, 2.9338, 7.60615, 4.58508, 98.1286
71, 5.63501, 3.35458, 48.8646, 42.5073, 6.02074, 4.63597, 56.5563, 22.6964, 43.9836, 4.64589, 7.92686, 0.827434, 78.8076
72, 5.23589, 3.34912, 56.2456, 19.2895, 6.21433, 4.6352, 61.5204, 25.7031, 48.1951, 4.66471, 8.66061, 1.91215, 89.0267
73, 5.58593, 2.90416, 50.4393, 14.889, 5.38646, 4.40083, 50.7216, 17.7375, 36.8344, 7.76254, 6.12461, 1.4573, 69.4192
74, 5.34137, 3.00102, 59.714, 38.7379, 5.95536, 4.52622, 68.8705, 25.9258, 46.7285, 13.1572, 8.98483, -1.84746, 93.0196
75, 5.27455, 2.85638, 50.1736, 28.4809, 5.11367, 4.15436, 48.4176, 18.9494, 33.9971, 7.14782, 7.27264, -1.49075, 65.1348
76, 5.56424, 2.89112, 57.7411, 27.4247, 5.03835, 4.02521, 57.1014, 30.5407, 37.5147, 10.2981, 9.28856, -3.48078, 83.1378
77, 5.43362, 3.00334, 52.2591, 50.5115, 5.14639, 3.92168, 57.5676, 33.2805, 37.4967, 11.1509, 8.91998, -0.999483, 90.5176
78, 5.2963, 3.07659, 50.9154, 38.08, 6.0285, 4.37305, 59.2119, 28.7622, 44.5535, 5.46005, 9.19836, -0.025371, 89.2459
79, 5.50632, 2.96352, 58.1513, 38.691, 6.12555, 4.54894, 78.7055, 28.3788, 45.0486, 23.9233, 9.73355, 0.587393, 107.392
80, 6.17241, 2.88719, 54.4728, 38.7352, 5.82588, 4.26238, 64.6461, 29.5314, 41.9694, 14.6163, 8.06037, 0.510042, 94.1101
81, 6.01351, 3.08362, 57.1575, 47.5654, 6.61132, 4.66048, 72.5302, 33.3945, 51.5854, 11.0634, 9.8814, -0.0397109, 107.163
82, 5.98365, 3.10119, 60.2764, 45.4565, 6.01463, 4.48617, 61.1451, 38.721, 45.0539, 6.92619, 9.16495, -0.481139, 98.8884
83, 6.20226, 2.88188, 57.0294, 44.2401, 5.78904, 4.40396, 57.5061, 36.9036, 42.0527, 7.33182, 8.12157, 0.772261, 94.5123
84, 5.93066, 2.87647, 51.4743, 46.6016, 5.99609, 4.52639, 56.2793, 32.8978, 39.8597, 9.76244, 6.65715, 2.96041, 92.3333
85, 5.29206, 3.31103, 49.9468, 29.1783, 6.09146, 4.6945, 63.1763, 25.5634, 42.0591, 13.1018, 8.01539, 0.77688, 90.2615
86, 5.00994, 3.61682, 46.2061, 37.7747, 5.48569, 4.42636, 50.0951, 34.1738, 39.1252, 4.04846, 6.9214, -1.37671, 82.8379
87, 5.40797, 3.75129, 57.1218, 22.6955, 7.02425, 5.24432, 67.0654, 18.3124, 48.4253, 12.1746, 6.46556, 6.18382, 93.5672
88, 5.79032, 3.84798, 59.0045, 24.6153, 6.42921, 5.09094, 77.0889, 27.8621, 46.3476, 20.7292, 10.0121, -0.0735084, 103.257
89, 6.27047, 3.67376, 57.2581, 44.0289, 6.30536, 4.69439, 65.9287, 33.9596, 49.2121, 6.82407, 9.89255, -3.95106, 95.3376
90, 6.18395, 3.94151, 56.7398, 37.7623, 7.35964, 5.24084, 71.2756, 15.5254, 52.931, 10.5408, 7.80388, 5.92086, 95.446
91, 6.32573, 4.3663, 65.066, 21.7537, 7.86076, 5.89198, 81.598, 19.8124, 54.9798, 18.1565, 8.46164, 8.24482, 110.299
92, 6.4463, 4.49943, 67.7156, 29.916, 7.24271, 5.72465, 82.0133, 34.547, 60.8907, 9.6663, 11.4563, 2.45049, 118.358
93, 6.64124, 4.51549, 69.6056, 37.4646, 7.69844, 5.66936, 91.9925, 27.8309, 65.4353, 13.4019, 13.1555, 0.0434485, 120.396
94, 7.03008, 4.72239, 77.2317, 47.142, 8.3308, 6.24262, 100.869, 19.2454, 74.286, 14.0969, 12.486, 8.54989, 129.927
95, 6.59076, 4.59557, 65.9824, 42.4897, 6.94106, 5.71998, 82.7551, 32.9707, 61.7273, 8.17638, 12.8515, -1.02585, 112.284
96, 6.36997, 4.27241, 63.6064, 48.5865, 6.87617, 5.40108, 83.7775, 37.6449, 58.0949, 12.8118, 12.8708, -2.15444, 118.963
97, 6.47277, 4.08632, 64.8972, 49.9345, 6.93375, 5.37117, 82.9728, 21.8212, 56.4396, 13.7322, 12.801, 0.13592, 104.841
98, 6.84215, 4.32804, 70.3604, 20.7818, 7.34994, 5.74705, 81.4606, 31.3765, 56.0976, 13.3725, 11.9905, 1.08696, 114.407
99, 6.77189, 4.23861, 76.8134, 52.8497, 6.83179, 5.34018, 84.7435, 40.4302, 53.3148, 19.2163, 12.2124, -1.91927, 122.234
100, 7.56362, 4.44858, 82.5493, 56.2096, 8.22261, 5.87273, 96.8042, 38.4385, 72.5697, 11.3262, 12.9082, 2.09667, 139.854
101, 7.58863, 4.81936, 77.1783, 45.5615, 8.57748, 6.30615, 98.0142, 30.9211, 75.0526, 10.7935, 12.1681, 6.57129, 135.887
102, 7.81447, 4.89288, 66.1945, 41.8468, 7.80672, 6.13999, 81.8266, 25.3321, 62.9235, 8.0154, 10.8878, 3.97195, 110.597
103, 7.12077, 4.75709, 77.154, 25.5994, 8.24244, 6.0754, 97.324, 41.4777, 68.4115, 16.3076, 12.6049, 0.526285, 138.477
104, 7.54955, 4.66873, 73.4285, 42.0679, 7.74179, 5.80901, 81.6788, 33.5811, 61.7042, 8.01952, 11.955, 0.0138277, 115.378
105, 7.6097, 4.75226, 66.4421, 47.6622, 7.47603, 5.9794, 75.7563, 31.5851, 52.6796, 13.0059, 10.0708, 2.80496, 110.127
106, 7.49171, 4.76851, 83.1883, 36.3568, 7.87805, 6.00559, 99.4796, 43.2044, 68.3234, 17.6809, 13.4754, 0.774495, 143.387
107, 8.78262, 4.83219, 85.3396, 50.1629, 8.61289, 6.26037, 95.4325, 45.7131, 76.3918, 4.69201, 14.3486, 1.70446, 143.927
108, 8.8427, 5.11871, 84.9157, 62.0599, 8.54989, 6.29604, 99.7906, 44.1601, 80.1197, 5.51104, 14.1599, 2.9084, 147.456
109, 8.13627, 5.29069, 69.6448, 44.8422, 7.97653, 6.12131, 82.3838, 21.6541, 64.2059, 6.94766, 11.2303, 2.3742, 106.204
110, 7.95903, 5.65565, 79.7048, 21.7019, 8.56607, 6.68759, 94.9191, 27.1902, 68.6224, 14.4075, 11.8892, 5.62351, 128.425
111, 8.1375, 5.45779, 83.0816, 22.1332, 8.69021, 6.74447, 96.2475, 32.0496, 72.9045, 12.3068, 11.0362, 3.81831, 131.83
112, 8.77476, 5.16926, 76.4642, 37.5154, 7.92564, 6.44462, 86.2026, 25.6808, 61.5989, 14.6341, 9.96958, 2.61282, 114.06
113, 8.32928, 5.21947, 85.3445, 34.9501, 8.43721, 6.59179, 97.9534, 29.9762, 68.5834, 17.7337, 11.6364, 2.0353, 129.996
114, 8.64909, 5.05609, 89.1956, 38.4335, 8.63553, 6.52516, 94.0418, 40.6502, 72.9887, 8.13131, 12.922, 1.89614, 137.133
115, 8.74038, 5.28634, 81.498, 52.8829, 9.06448, 6.98254, 96.5188, 33.5081, 78.4841, 5.72517, 12.3097, 5.00981, 136.189
116, 7.8454, 5.43228, 84.4895, 21.5279, 8.69108, 7.03421, 96.7993, 19.5992, 70.1488, 14.6595, 11.9911, 4.60077, 120.562
117, 8.69033, 5.38508, 88.9651, 31.7854, 9.03742, 7.21801, 100.341, 31.2055, 76.8987, 10.5372, 12.9055, 5.65029, 137.241
118, 9.24632, 5.28018, 78.4679, 46.4751, 8.7404, 6.9812, 89.586, 33.1596, 68.5413, 10.071, 10.9737, 2.74644, 124.94
119, 9.20414, 5.09375, 84.7503, 47.0664, 8.59314, 6.85184, 92.5406, 38.6407, 66.245, 14.0771, 12.2184, 2.4918, 133.351
120, 9.02897, 5.36107, 86.7751, 41.1451, 8.85406, 6.92336, 96.8566, 39.4863, 72.0111, 11.2448, 13.6006, 2.05965, 138.863
121, 9.04247, 5.64772, 79.1739, 35.1699, 8.76346, 7.03251, 88.2634, 30.5746, 68.4856, 7.85559, 11.9221, 3.7262, 123.139
122, 8.97634, 5.94957, 99.8864, 33.1588, 9.7373, 7.53807, 119.528, 36.0912, 85.9663, 19.7633, 13.7982, 6.50166, 163.197
123, 10.0526, 6.0003, 93.4307, 48.5128, 9.62333, 7.41864, 105.27, 39.0533, 81.8071, 10.0212, 13.4417, 3.02054, 146.68
124, 9.07289, 5.99905, 86.63, 31.0592, 8.76538, 7.11092, 92.4871, 32.0084, 73.2274, 7.56705, 11.6926, 1.56435, 125.531
125, 9.2468, 6.02689, 72.9965, 36.3296, 7.91625, 6.78238, 85.9264, 30.0649, 56.6736, 17.4561, 11.7966, 0.677658, 115.389
126, 9.63041, 5.86293, 83.6205, 25.7813, 8.6684, 6.99074, 95.6582, 33.1894, 59.5028, 23.8788, 12.2765, -0.853361, 127.817
127, 10.7492, 5.98171, 100.123, 46.4218, 9.34829, 7.17579, 113.188, 46.9727, 79.0111, 19.1167, 15.06, 3.14179, 164.296
